Row,NERR Site ID ,Station Code,Station Name,Lat Long,Latitude , Longitude, Status, Active Dates, State, Reserve Name,Real Time,HADS ID,GMT Offset,Station Type,Region,isSWMP
97,hud                                               ,hudtnwq   ,Tivoli North Bay                        ,42° 2' 11.56 N - 73° 55' 31.17 W,42.0365457,73.9253240,Active    ,Jul 1996-Dec 1996; Jul 1999-,ny        ,Hudson River                                      ,R         ,3B0550C6  ,-5        ,1,0,P
98,hud                                               ,hudtsnut  ,Tivoli South Bay                        ,42° 1' 37.34 N - 73° 55' 33.45 W,42.0270378,73.9259569,Active    ,Feb 2002-,ny        ,Hudson River                                      ,,,-5        ,2,0,P
99,hud                                               ,hudtswq   ,Tivoli South Bay                        ,42° 1' 37.34 N - 73° 55' 33.45 W,42.0270378,73.9259569,Active    ,May 1995-,ny        ,Hudson River                                      ,R         ,3B00A782  ,-5        ,1,0,P
127,jac                                               ,jacb5nut  ,Buoy 115                                ,39° 31' 7.68 N - 74° 17' 13.92 W,39.5188,74.2872,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,S
128,jac                                               ,jacb6nut  ,Buoy 126                                ,39° 30' 28.44 N - 74° 20' 18.67 W,39.5079,74.3385,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P
129,jac                                               ,jacb6wq   ,Buoy 126                                ,39° 30' 28.44 N - 74° 20' 18.67 W,39.5079,74.3385,Active    ,Aug 1996-,nj        ,Jacques Cousteau                                  ,R         ,3B00C264  ,-5        ,1,1,P
130,jac                                               ,jacb9nut  ,Buoy 139                                ,39° 29' 24.65 N - 74° 22' 53.83 W,39.4902,74.3816,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P
131,jac                                               ,jacb9wq   ,Buoy 139                                ,39° 29' 24.65 N - 74° 22' 53.83 W,39.4902,74.3816,Active    ,Aug 1996-Dec 1998; May 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,1,1,P
132,jac                                               ,jacbanut  ,Lower Bank                              ,39° 35' 37.18 N - 74° 33' 5.44 W,39.5937,74.5515,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P
133,jac                                               ,jacbawq   ,Lower Bank                              ,39° 35' 37.18 N - 74° 33' 5.44 W,39.5937,74.5515,Active    ,Oct 1996-,nj        ,Jacques Cousteau                                  ,,,-5        ,1,1,P
134,jac                                               ,jacncmet  ,Nacote Creek                            ,39° 32' 6.00 N - 74° 27' 48.96 W,39.535,74.4636,Active    ,Oct 2002-,nj        ,Jacques Cousteau                                  ,R         ,3B00D112  ,-5        ,0,1,P
135,jac                                               ,jacnenut  ,Chestnut Neck                           ,39° 32' 52.37 N - 74° 27' 38.77 W,39.5479,74.4608,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P
136,jac                                               ,jacnewq   ,Chestnut Neck                           ,39° 32' 52.37 N - 74° 27' 38.77 W,39.5479,74.4608,Active    ,Aug 1996-,nj        ,Jacques Cousteau                                  ,R         ,3B03E386  ,-5        ,1,1,P
100,job                                               ,job06wq   ,Station 6                               ,17° 56'5.95 N - 66° 13' 40.56 W,17.934986,66.227933,Inactive  ,Dec 1996-Dec 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P
101,job                                               ,job09nut  ,Station 9                               ,17° 56' 34.88 N - 66° 14' 18.64 W,17.943022,66.238511,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P
102,job                                               ,job09wq   ,Station 9                               ,17° 56' 34.88 N - 66° 14' 18.64 W,17.943022,66.238511,Active    ,Dec 1995-,pr        ,Jobos Bay                                         ,R         ,3B0424AC  ,-4        ,1,3,P
103,job                                               ,job10nut  ,Station 10                              ,17° 56' 19.00 N - 66° 15' 27.85 W,17.938611,66.257736,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P
104,job                                               ,job10wq   ,Station 10                              ,17° 56' 19.00 N - 66° 15' 27.85 W,17.938611,66.257736,Active    ,Feb 1996-,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P
105,job                                               ,job11wq   ,Station 11                              ,17° 56' 40.59 N - 66° 15' 43.30 W,17.944608,66.262028,Inactive  ,Mar 1996-Dec 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P
106,job                                               ,job18wq   ,Station 18                              ,17° 56' 39.96 N - 66° 13' 54.77 W,17.944433,66.231881,Inactive  ,Oct 1998- Nov 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P
107,job                                               ,job19nut  ,Station 19                              ,17° 56' 34.49 N - 66° 13' 43.77 W,17.942914,66.228825,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P
108,job                                               ,job19wq   ,Station 19                              ,17° 56' 34.49 N - 66° 13' 43.77 W,17.942914,66.228825,Active    ,Apr 2002-,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P
109,job                                               ,job20nut  ,Station 20                              ,17° 55' 49.14 N - 66° 12' 41.30 W,17.930317,66.211472,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P
110,job                                               ,job20wq   ,Station 20                              ,17° 55' 49.14 N - 66° 12' 41.30 W,17.930317,66.211472,Active    ,May 2002-,pr        ,Jobos Bay                                         ,R         ,3B0297EC  ,-4        ,1,3,P
111,job                                               ,jobjbmet  ,Jobos Bay Weather                       ,17° 57' 23.34 N - 66° 13' 22.56 W,17.956483,66.2229333,Active    ,Jan 2001-,pr        ,Jobos Bay                                         ,R         ,3B018394  ,-4        ,0,3,P
112,kac                                               ,kacbcwq   ,Bear Cove                               ,59° 42' 20.41 N - 151° 3' 33.84 W,59.70567,151.1094,Inactive  ,Jun 2002-Dec 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
113,kac                                               ,kacdlwq   ,Homer Dolphin                           ,59° 36' 8.34N - 151° 24' 36.00 W,59.60232,151.41000,Inactive  ,Oct 2002-Dec 2002,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
114,kac                                               ,kachdnut  ,Homer Deep                              ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,7,P
115,kac                                               ,kachdwq   ,Homer Dolphin Deep                      ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Jan 2003-,ak        ,Kachemak Bay                                      ,R         ,3B00077A  ,-9        ,1,7,P
116,kac                                               ,kachhnut  ,Homer Harbor                            ,59° 36' 12.31 N - 151° 25' 2.14 W,59.60342,151.41726,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,7,P
117,kac                                               ,kachomet  ,Homer                                   ,59° 36' 3.35 N - 151° 24' 34.20 W,59.60093,151.4095,Active    ,Jan 2002-,ak        ,Kachemak Bay                                      ,R         ,3B00140C  ,-9        ,0,7,P
118,kac                                               ,kachowq   ,Homer                                   ,59° 36' 8.34 N - 151° 24' 36.00 W,59.60232,151.41000,Inactive  ,Jul 2001-Nov 2002,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
119,kac                                               ,kachsnut  ,Homer Shallow                           ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,7,P
120,kac                                               ,kachswq   ,Homer Dolphin Surface                   ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Inactive  ,Feb 2004-Nov 2011,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
121,kac                                               ,kacpgwq   ,Port Graham                             ,59° 22' 13.91 N - 151° 53' 46.03 W,59.37053,151.89612,Inactive  ,Jun 2002-Sep 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
122,kac                                               ,kacsdnut  ,Seldovia Deep                           ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,7,P
123,kac                                               ,kacsdwq   ,Seldovia Deep                           ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Jan 2004-,ak        ,Kachemak Bay                                      ,R         ,3B040240  ,-9        ,1,7,P
124,kac                                               ,kacsewq   ,Seldovia                                ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Inactive  ,Aug 2001-Dec 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
125,kac                                               ,kacssnut  ,Seldovia Shallow                        ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,7,P
126,kac                                               ,kacsswq   ,Seldovia Surface                        ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Jan 2004-,ak        ,Kachemak Bay                                      ,,,-9        ,1,7,P
421,kac                                               ,kacapmet  ,Anchor Point                            ,59° 46' 12.94 N - 151° 52' 3.22 W,59.770260,151.867560,Active    ,Jan 2014 -,AK        ,Kachemak Bay                                      ,R         ,3B04C75E  ,-9        ,0,6,S
351,kac                                               ,kach3wq   ,Homer Surface 3                         ,59° 36' 7.38 N - 151° 24' 33.90 W,59.60205,151.40942,Active    ,Jun 2012 -,AK        ,Kachemak Bay                                      ,,,-9        ,1,6,P
358,lks                                               ,lksolwq   ,Oliver Bridge                           ,46° 39' 24.66 N - 92° 12' 5.98 W,46.65685,92.20166,Active    ,Jul 2012 -,WI        ,Lake Superior                                     ,R         ,HTML13    ,-6        ,1,5,P
359,lks                                               ,lkspomet  ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,Aug 2013 -,WI        ,Lake Superior                                     ,R         ,3B048454  ,-6        ,0,5,P
361,lks                                               ,lksblwq   ,Blatnik Bridge                          ,46° 44' 55.14 N - 92° 06' 0.97 W,46.748649,92.10027,Active    ,Jul 2012 -,WI        ,Lake Superior                                     ,,,-6        ,1,5,P
362,lks                                               ,lksbawq   ,Barker's Island                         ,46° 43' 18.38 N - 92° 03' 48.67 W,46.721772,92.06352,Active    ,Jun 2012 -,WI        ,Lake Superior                                     ,R         ,HTML12    ,-6        ,1,5,P
374,lks                                               ,lksbanut  ,Barker's Island                         ,46° 43' 18.38 N - 92° 03' 48.67 W,46.721772,92.06352,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P
375,lks                                               ,lksblnut  ,Blatnik Bridge                          ,46° 44' 55.14 N - 92° 06' 0.97 W,46.748649,92.10027,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P
377,lks                                               ,lksolnut  ,Oliver Bridge                           ,46° 39' 24.66 N - 92° 12' 5.98 W,46.65685,92.20166,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P
383,lks                                               ,lkspowq   ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,Oct 2013 -,WI        ,Lake Superior                                     ,,,-6        ,1,5,P
384,lks                                               ,lksponut  ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,May 2013 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P
438,mar                                               ,marscmet  ,Ship Channel                            ,27° 50' 17.20 N - 97° 3' 0.79 W,27.83811,97.05022,Active    ,Sep 2015-,TX        ,Mission Aransas                                   ,R         ,3B05A042  ,-6        ,0,4,S
299,mar                                               ,marscwq   ,Ship Channel                            ,27° 50' 17.88 N - 97° 3' 0.0 W,27.8383,97.0503,Active    ,Aug 2007 -,tx        ,Mission Aransas                                   ,R         ,3B004AA2  ,-6        ,1,4,P
291,mar                                               ,marcewq   ,Copano Bay East                         ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Apr 2007-,tx        ,Mission Aransas                                   ,R         ,HTML1     ,-6        ,1,4,P
292,mar                                               ,marabwq   ,Aransas Bay                             ,27° 58' 47.28 N - 97° 1' 43.32 W,27.9798,97.0287,Active    ,Apr 2007-,tx        ,Mission Aransas                                   ,R         ,3B038660  ,-6        ,1,4,P
294,mar                                               ,marmbwq   ,Mesquite Bay                            ,28° 8' 18.24 N - 96° 49' 42.60 W,28.1384,96.8285,Active    ,Jan 2008-,tx        ,Mission Aransas                                   ,R         ,HTML2     ,-6        ,1,4,P
295,mar                                               ,marcwwq   ,Copano Bay West                         ,28° 5' 2.76 N - 97° 12' 3.24 W,28.0841,97.2009,Active    ,Jul 2007-,tx        ,Mission Aransas                                   ,R         ,HTML4     ,-6        ,1,4,P
296,mar                                               ,marcemet  ,Copano East                             ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Nov 2006-,tx        ,Mission Aransas                                   ,R         ,3B039516  ,-6        ,0,4,P
341,mar                                               ,marmbnut  ,Mesquite Bay                            ,28° 8' 18.24 N - 96° 49' 42.60 W,28.1384,96.8285,Active    ,Jan 2008 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P
334,mar                                               ,marabnut  ,Aransas Bay                             ,27° 58' 47.28 N - 97° 1' 43.32 W,27.9798,97.0287,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P
335,mar                                               ,marcenut  ,Copano Bay East                         ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P
336,mar                                               ,marcwnut  ,Copano Bay West                         ,28° 5' 2.76 N - 97° 12' 3.24 W,28.0841,97.2009,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P
337,mar                                               ,marscnut  ,Ship Channel                            ,27° 50' 17.88 N - 97° 3' 0.0 W,27.8383 ,97.0503,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P
137,nar                                               ,narncnut  ,Nag Creek                               ,41° 37' 29.46 N - 71° 19' 27.42 W,41.624850,71.324283,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P
138,nar                                               ,narncwq   ,Nag Creek                               ,41° 37' 29.46 N - 71° 19' 27.42 W,41.624850,71.324283,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P
139,nar                                               ,narpcmet  ,Potters Cove                            ,41° 38' 13.70 N - 71° 20' 21.79 W,41.637139,71.339386,Active    ,Jan 2001-,ri        ,Narragansett Bay                                  ,R         ,3B0211F8  ,-5        ,0,0,P
140,nar                                               ,narpcnut  ,Potters Cove                            ,41° 38' 25.98 N - 71° 20' 27.17 W,41.640550,71.340881,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P
141,nar                                               ,narpcwq   ,Potters Cove                            ,41° 38' 25.98 N - 71° 20' 27.17 W,41.640550,71.340881,Active    ,Dec 1995-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P
142,nar                                               ,nartbnut  ,T-Wharf Bottom                          ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P
143,nar                                               ,nartbwq   ,T-Wharf Bottom                          ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Jul 2002-,ri        ,Narragansett Bay                                  ,R         ,3B0335EE  ,-5        ,1,0,P
144,nar                                               ,nartsnut  ,T-Wharf Surface                         ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P
145,nar                                               ,nartswq   ,T-Wharf Surface                         ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Jul 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P
146,nar                                               ,nartwnut  ,T-Wharf                                 ,41° 34' 45.18 N - 71° 19' 17.10 W,41.579217,71.321417,Inactive  ,Mar 2002-Jun 2002,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P
147,nar                                               ,nartwwq   ,T-Wharf                                 ,41° 34' 45.18 N - 71° 19' 17.10 W,41.579217,71.321417,Inactive  ,Sep 1996- Jul 2002,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P
148,niw                                               ,niwcawq   ,Caledonia                               ,33° 27' 0.00 N - 79° 10' 0.12 W,33.45,79.1667,Inactive  ,Jun 1995-Dec 1995,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P
149,niw                                               ,niwcbnut  ,Clambank                                ,33° 20' 1.91 N - 79° 11' 34.95 W,33.3338636,79.1930411,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P
150,niw                                               ,niwcbwq   ,Clambank                                ,33° 20' 1.91 N - 79° 11' 34.95 W,33.3338636,79.1930411,Active    ,Aug 2001-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P
151,niw                                               ,niwdcnut  ,Debidue Creek                           ,33° 21' 36.53 N - 79° 10' 2.85 W,33.3601486,79.1674572,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P
152,niw                                               ,niwdcwq   ,Debidue Creek                           ,33° 21' 36.53 N - 79° 10' 2.85 W,33.3601486,79.1674572,Active    ,Mar 1998-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B049722  ,-5        ,1,2,P
153,niw                                               ,niwolmet  ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 2001-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B01F504  ,-5        ,0,2,P
154,niw                                               ,niwolnut  ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P
155,niw                                               ,niwolwq   ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 1996-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B031302  ,-5        ,1,2,P
156,niw                                               ,niwtanut  ,Thousand Acre                           ,33° 17' 56.93 N - 79° 15' 21.80 W,33.2991461,79.2560564,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P
157,niw                                               ,niwtawq   ,Thousand Acre                           ,33° 17' 56.93 N - 79° 15' 21.80 W,33.2991461,79.2560564,Active    ,Jan 1995-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P
444,niw                                               ,niwwswq   ,Winyah Bay Surface                      ,33° 18' 33.93 N - 79° 17' 19.52 W,33.3094250,79.2887556,Active    ,Jun 2016-,SC        ,North Inlet-Winyah Bay                            ,R         ,3B002F44  ,-5        ,1,2,S
445,niw                                               ,niwwbwq   ,Winyah Bay Bottom                       ,33° 18' 33.93 N - 79° 17' 19.52 W,33.3094250,79.2887556,Active    ,Jun 2016-,SC        ,North Inlet-Winyah Bay                            ,R         ,3B003C32  ,-5        ,1,2,S
158,noc                                               ,nocecnut  ,East Cribbing                           ,33° 56' 23.64 N - 77° 56' 27.96 W,33.9399,77.9411,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P
159,noc                                               ,nocecwq   ,East Cribbing                           ,33° 56' 23.64 N - 77° 56' 27.96 W,33.9399,77.9411,Active    ,May 1994-,nc        ,North Carolina                                    ,,,-5        ,1,2,P
160,noc                                               ,noclcnut  ,Loosin Creek                            ,34° 10' 19.92 N - 77° 49' 58.08 W,34.1722,77.8328,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P
161,noc                                               ,noclcwq   ,Loosin Creek                            ,34° 10' 19.92 N - 77° 49' 58.08 W,34.1722,77.8328,Active    ,Feb 2002-,nc        ,North Carolina                                    ,,,-5        ,1,2,P
163,noc                                               ,nocrcmet  ,Research Creek                          ,34° 9' 19.80 N - 77° 51' 3.24 W,34.1555,77.8509,Active    ,Jan 2001-,nc        ,North Carolina                                    ,R         ,3B02028E  ,-5        ,0,2,P
164,noc                                               ,nocrcnut  ,Research Creek                          ,34° 9' 21.60 N - 77° 50' 59.64 W,34.156,77.8499,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P
165,noc                                               ,nocrcwq   ,Research Creek                          ,34° 9' 21.60 N - 77° 50' 59.64 W,34.156,77.8499,Active    ,May 1994-,nc        ,North Carolina                                    ,R         ,3B032698  ,-5        ,1,2,P
166,noc                                               ,noczbnut  ,Zeke's Basin                            ,33° 57' 16.92 N - 77° 56' 6.00 W,33.9547,77.935,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P
167,noc                                               ,noczbwq   ,Zeke's Basin                            ,33° 57' 16.92 N - 77° 56' 6.00 W,33.9547,77.935,Active    ,Mar 2002-,nc        ,North Carolina                                    ,R         ,3B04523C  ,-5        ,1,2,P
169,owc                                               ,owcbrnut  ,Berlin Road                             ,41° 20' 53.88 N - 82° 30' 29.88 W,41.3483,82.5083,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P
170,owc                                               ,owcbrwq   ,Berlin Road                             ,41° 20' 53.88 N - 82° 30' 29.88 W,41.3483,82.5083,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,1,5,P
171,owc                                               ,owcolnut  ,Lower Estuary                           ,41° 22' 54.84 N - 82° 30' 51.12 W,41.3819,82.5142,Active    ,Apr 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P
172,owc                                               ,owcolwq   ,Lower Estuary                           ,41° 22' 54.84 N - 82° 30' 51.12 W,41.3819,82.5142,Active    ,Apr 2002-,oh        ,Old Woman Creek                                   ,R         ,3B02849A  ,-5        ,1,5,P
173,owc                                               ,owcowmet  ,Old Woman Creek                         ,41° 22' 40.01 N - 82° 30' 29.00 W,41.37778,82.508056,Active    ,May 2001-,oh        ,Old Woman Creek                                   ,R         ,3B017310  ,-5        ,0,5,P
174,owc                                               ,owcsunut  ,State Route 2                           ,41° 22' 1.92 N - 82° 30' 25.92 W,41.3672,82.5072,Inactive  ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P
175,owc                                               ,owcsuwq   ,State Route 2                           ,41° 22' 1.92 N - 82° 30' 25.92 W,41.3672,82.5072,Inactive  ,May 1995-Aug 2007,oh        ,Old Woman Creek                                   ,,,-5        ,1,5,P
176,owc                                               ,owcwmnut  ,State Route 6                           ,41° 22' 57.00 N - 82° 30' 54.00 W,41.3825,82.5150,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P
177,owc                                               ,owcwmwq   ,State Route 6                           ,41° 22' 57.00 N - 82° 30' 54.00 W,41.3825,82.5150,Active    ,May 1995-,oh        ,Old Woman Creek                                   ,R         ,3B001ADE  ,-5        ,1,5,P
301,owc                                               ,owcdrwq   ,Darrow Road                             ,41° 21' 53.92 N - 82° 30' 17.06 W,41.364978,82.504739,Active    ,Aug 2007-,oh        ,Old Woman Creek                                   ,R         ,3B0009A8  ,-5        ,1,5,P
312,owc                                               ,owcdrnut  ,Darrow Road                             , 41° 21' 53.92 N - 82° 30' 17.06 W,41.364978,82.504739,Active    ,Aug 2007 - ,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P
311,pdb                                               ,pdbjewq   ,Joe Leary Estuary                       ,48° 31' 8.09 N - 122° 28' 29.74 W,48.518914,122.474928,Active    ,Jul 2009 -,wa        ,Padilla Bay                                       ,,,-8        ,1,7,P
339,pdb                                               ,pdbgdnut  ,Gong Deep                               ,48° 33' 27.00 N - 122° 34' 21.00 W,48.55750,122.57250,Active    ,Jan 2007 -,wa        ,Padilla Bay                                       ,,,-8        ,2,7,S
346,pdb                                               ,pdbjenut  ,Joe Leary Estuary                       ,48° 31' 8.09 N - 122° 28' 29.74 W,48.518914,122.474928,Active    ,Oct 2009 -,wa        ,Padilla Bay                                       ,,,-8        ,2,7,P
178,pdb                                               ,pdbbpnut  ,Ploeg Channel                           ,48° 33' 22.76 N - 122° 31' 51.22 W,48.556322,122.530894,Active    ,Feb 2002-,wa        ,Padilla Bay                                       ,,,-8        ,2,7,P
179,pdb                                               ,pdbbpwq   ,Ploeg Channel                           ,48° 33' 22.76 N - 122° 31' 51.22 W,48.556322,122.530894,Active    ,Jul 2001-,wa        ,Padilla Bay                                       ,R         ,3B004470  ,-8        ,1,7,P
180,pdb                                               ,pdbbynut  ,Bayview Channel                         ,48° 29' 46.10 N - 122° 30' 7.61 W,48.496139,122.502114,Active    ,Feb 2002-,wa        ,Padilla Bay                                       ,,,-8        ,2,7,P
